1 啊！老师，多么神圣的职务啊;啊！老师，多么的刻敬职守啊
1 孝心是慎，朝夕伺候莫厌烦;孝心是十五彩衣年，承欢慈母前
1 孝心是十五彩衣年，承欢慈母前;孝心是天之经也，地之义也。
1 孝心是人间的美德;孝心是中国的美德
1 孝心是中国的美德;孝心是世界的美德。
1 孝心是一缕和煦的阳光，能消融凝结在人们心头的坚冰;孝心是一股轻柔的春风能把炎热带出干渴的心灵
1 孝心是一股轻柔的春风能把炎热带出干渴的心灵;孝心是一颗种子，能让每一片心的土地四季常绿。
1 孝心是春雨，润物细无声;孝心是蜡炬，成灰泪始干
1 孝心是蜡炬，成灰泪始干;孝心是春蚕，到死丝方尽。
1 孝心是太阳，给人温暖;孝心是大山，给人依靠
1 孝心是大山，给人依靠;孝心是水晶，是一笔宝贵的财富。
1 孝心是一句温馨的话语，揉搓父母疲惫的心;孝心是一把亲切的唠叨，分担父母的痛楚
1 孝心是一把亲切的唠叨，分担父母的痛楚;孝心是一首暖暖的小曲，解释父母的情怀。
1 爱心是一片照射在冬日的阳光，使贫病交迫的人感到人间的温暖;爱心是一泓出现在沙漠里的泉水，使濒临绝境的人重新看到生活的希望
1 爱心是一泓出现在沙漠里的泉水，使濒临绝境的人重新看到生活的希望;爱心是一首飘荡在夜空的歌谣，使孤苦无依的人获得心灵的慰藉。爱心是一股甜甜的泉水，使不幸的人忘记生活的苦涩
1 爱心是一首飘荡在夜空的歌谣，使孤苦无依的人获得心灵的慰藉。爱心是一股甜甜的泉水，使不幸的人忘记生活的苦涩;爱心是一首动听的歌谣，使生活枯燥的人感到生活的乐趣
1 爱心是一首动听的歌谣，使生活枯燥的人感到生活的乐趣;爱心是一眼潺潺流动的泉水，使饥渴的行人感到人生旅途的甘甜
1 爱心是一眼潺潺流动的泉水，使饥渴的行人感到人生旅途的甘甜;爱心是一首优扬动听的歌谣，使踽踽独行的人感到人生的美好
1 爱心是一首优扬动听的歌谣，使踽踽独行的人感到人生的美好;爱心是一股流淌在心头的泉水，使沉浸在痛苦中的人们感到人间的甘甜
1 爱心是一股流淌在心头的泉水，使沉浸在痛苦中的人们感到人间的甘甜;爱心是一曲回荡在耳边的歌谣，使孤独的人们感到人间的温暧
1 爱心是一曲回荡在耳边的歌谣，使孤独的人们感到人间的温暧;爱心是一股撞开冰闸的春水，使铁石心肠受到震撼
1 爱心是一股撞开冰闸的春水，使铁石心肠受到震撼;爱心是一座亮在黑夜的灯塔，使迷途航船找到港湾
1 爱心是一座亮在黑夜的灯塔，使迷途航船找到港湾;爱心是一瓢纷洒在春天的小雨，使落寞孤寂的人享受心灵的滋润
1 爱心是一瓢纷洒在春天的小雨，使落寞孤寂的人享受心灵的滋润;爱心是一泪流淌在夏夜的清泉，使燥热不寐的人领略诗般的恬静
1 爱心是一泪流淌在夏夜的清泉，使燥热不寐的人领略诗般的恬静;爱心是一柄撑起在雨夜的小伞，使漂泊异乡的人得到亲情的荫庇
1 爱心是一柄撑起在雨夜的小伞，使漂泊异乡的人得到亲情的荫庇;爱心是一道飞架在天边的彩虹，使满目阴霾的人见到世界的美丽
1 爱心是一道飞架在天边的彩虹，使满目阴霾的人见到世界的美丽;爱心是一杯泼洒在头顶的冰水，使高热发昏的人得能冷静地思索
1 爱心是一杯泼洒在头顶的冰水，使高热发昏的人得能冷静地思索;爱心是一块衔含在嘴里的奶糖，使久饮黄连的人尝到生活的甘甜。
1 幸福是“零落成泥碾作尘，只有香如故”的圣洁;幸福是“壮志饥餐胡虏肉，笑谈渴饮匈奴血”的豪壮
1 幸福是“壮志饥餐胡虏肉，笑谈渴饮匈奴血”的豪壮;幸福是“先天下之忧而忧，后天下之乐而乐”的胸怀
1 幸福是“先天下之忧而忧，后天下之乐而乐”的胸怀;幸福是“人生自古谁无死，留取丹心照汗青”的气节。
1 选择高耸入云的峭崖便需有“路漫漫其修远兮，吾将上下而求索”的信念;选择波涌浪滚的大海便需有“直挂云帆济沧海”的壮志豪情
1 选择波涌浪滚的大海便需有“直挂云帆济沧海”的壮志豪情;选择寒风劲厉的荒漠便需有“醉卧沙场君莫笑，古来征战几人回”的博大胸怀。
1 选择博爱，就是选择对情感的珍视;选择博爱，就是选择对万物的眷恋
1 选择博爱，就是选择对万物的眷恋;选择博爱，就是选择高远的人生志向。
1 选择晨跑，选择苗条;选择晨跑，选择健壮
1 选择晨跑，选择健壮;选择晨跑，选择健康。
1 选择晨跑，还是选择肥胖;选择晨跑，还是选择体弱
1 选择晨跑，还是选择体弱;选择晨跑，还是选择病榻。
1 心灰意冷时，亲情是那给人以希望的梅花，看到它，一睹破万难;心烦意乱时，亲情是那释愁的一杯烈酒，喝下它，一醉解千愁
1 心烦意乱时，亲情是那释愁的一杯烈酒，喝下它，一醉解千愁;心满意足时，亲情是那催人奋进的号角，听见它，一声震百里。
1 心灵是一方广袤的天空，它包容着世间的一切;心灵是一片宁静的湖水，偶尔也会泛起阵阵涟漪
1 心灵是一片宁静的湖水，偶尔也会泛起阵阵涟漪;心灵是一块皑皑的雪原，它辉映出一个缤纷的世界。
1 鲜花因有了目标而开放;泉水因有了目标而奔流
1 泉水因有了目标而奔流;大雁因有了目标而飞翔
1 大雁因有了目标而飞翔;生活因有了目标而精彩。
1 欣赏高山，自然会在高山的巍峨中找到强悍和凝重;欣赏大树，自然会在大树的伟岸中获得自立和尊严
1 欣赏大树，自然会在大树的伟岸中获得自立和尊严;欣赏小草，自然会在小草的葳蕤中汲取执著与希望。
1 寻找明天，是对意志的坚强和精神的坚毅;寻找明天，是对以往的光明与黑暗
1 寻找明天，是对以往的光明与黑暗;寻找明天，是对未来更多的探索与关怀。
1 学习，是籍以攀登高峰的阶梯;学习，是仗以横渡长江的帆船
1 学习，是仗以横渡长江的帆船;学习，是我们征服远方的马车。
1 学习，使人增长见识，谈吐不凡;学习，使人思维活跃，聪颖智慧
1 学习，使人思维活跃，聪颖智慧;学习，使人心旷神怡，如沐春风。
1 学习，使人目光变得远大，能够志存高远;学习，能让人的眼界开阔，丰富课余生活
1 学习，能让人的眼界开阔，丰富课余生活;学习，使人情操得到陶冶，梦想得以放飞。
1 学会倾听，让更多的人知道这世界的声音是那么地美好;学会倾听，让自己得到更多人的尊重
1 学会倾听，让自己得到更多人的尊重;学会倾听，让更多需要爱的人们能够释放自己心中的痛，让他们得到更多人的爱，让他们不再感到孤独与悲痛。
1 炎炎夏日，友谊便似一杯清新透凉的冰红茶，滋润着你我干渴的喉咙;秋风瑟瑟，友谊就如随风而落的佳叶，构成了金秋时节的一道亮丽的风景线
1 秋风瑟瑟，友谊就如随风而落的佳叶，构成了金秋时节的一道亮丽的风景线;寒冬腊月，友谊就是一朵朵迎雪而立的梅花，绽放开来，温暖着你我的心田。
1 河水像一匹银缎，像一缕轻丝，风儿一抚，如烟似雾;河水像一个五线谱，鱼儿是一个个音符
1 河水像一个五线谱，鱼儿是一个个音符;河水又像一块无瑕的翡翠，闪烁着晶莹的的光泽
1 河水又像一块无瑕的翡翠，闪烁着晶莹的的光泽;河水像一根彩带，渲染了整片田野。
1 幼儿教育，引领孩纸走向成长;小学教育，指向广阔阳光明天
1 小学教育，指向广阔阳光明天;初中教育，指导孩纸熟知历史
1 初中教育，指导孩纸熟知历史;高中教育，所谓的第二个春天
1 高中教育，所谓的第二个春天;大学教育，步入社会的垫脚石
1 大学教育，步入社会的垫脚石;职后教育，引领技术人才的创维。
1 音乐老师说：“快乐是轻松的节拍。”;体育老师说：“快乐是难忘的拼搏。”
1 体育老师说：“快乐是难忘的拼搏。”;语文老师说：“快乐是优美的散文。”
1 语文老师说：“快乐是优美的散文。”;生物老师说：“快乐是春天的花朵。”
1 优质的服务是道德的体现;优质的服务是责任的体现
1 优质的服务是责任的体现;优质的服务是良心的体现。
1 优质服务是前提;优质服务是责任
1 优质服务是责任;优质服务是义务
1 优质服务是义务;优质服务是保障。
1 友谊是滋味甘醇的美酒，让人回味无穷;家是休生养息的港湾，让人留恋往返
1 家是休生养息的港湾，让人留恋往返;童年是五彩缤纷的梦，让人魂牵梦萦。
1 友谊像春风，缓缓吹来;友谊像火炭，雪中送来
1 友谊像火炭，雪中送来;友谊像雨水，旱中下来。
1 友谊是“桃花潭水深千尺，不及汪伦送我情”的那份真诚;友谊是“祝你每一天都有一个灿烂的笑容”的那声祝福
1 友谊是“祝你每一天都有一个灿烂的笑容”的那声祝福;友谊是“如果你正心情不好，我可以借个肩膀你靠一靠”的那种安慰。
1 友谊是一条瀑布，飞溅着真诚的水花;信任是一缕阳光，驱散了怀疑的迷雾
1 信任是一缕阳光，驱散了怀疑的迷雾;关怀是一缕春风，温暖了失意者的心
1 关怀是一缕春风，温暖了失意者的心;鼓励是一盆火，燃起失败者的希望。
1 友谊如松，高洁傲寒;友谊是一条瀑布，飞溅着真诚的水花
1 友谊是一条瀑布，飞溅着真诚的水花;友谊如彩绸，我们共同剪裁，缝制成一件件绚丽的衣衫
1 友谊如彩绸，我们共同剪裁，缝制成一件件绚丽的衣衫;友谊如油彩，我们共同调色，描绘出一片片美妙的景色。
1 友谊是一首歌：真诚是旋律，宽容是曲子;友谊是一盏灯：你是灯芯，我是油，他是火柴
1 友谊是一盏灯：你是灯芯，我是油，他是火柴;友谊是一座古老的房子：坚韧是石，毅力是沙！
1 友谊如彩绸，我们共同剪裁，缝制成一件件绚丽的衣衫;友谊如油彩，我们共同调色，描绘出一片片美妙的景色
1 友谊如油彩，我们共同调色，描绘出一片片美妙的景色;友谊如水滴，我们共同凝结，汇聚成一条条潺潺的溪流
1 友谊如水滴，我们共同凝结，汇聚成一条条潺潺的溪流;友谊如绿叶，我们互相依偎，创造出一颗颗庇荫的大树。
1 友谊是松，高洁傲寒;信赖是竹，疾风劲草
1 信赖是竹，疾风劲草;团结是梅，岁寒清标
1 团结是梅，岁寒清标;友谊是一条瀑布，飞溅着真诚的水花
1 友谊是一条瀑布，飞溅着真诚的水花;信任是一缕阳光，驱散了怀疑的迷雾。
1 友谊如彩绸，我们共同剪裁，缝制成一件件绚丽的衣衫;友谊如油彩，我们共同调色，描绘出一片片美妙的景色。
1 友谊是焦渴时的甘泉;友谊是黑暗中的明灯
1 友谊是黑暗中的明灯;友谊是快乐时的分享
1 友谊是快乐时的分享;友谊是忧伤时的抚慰！
1 友谊是你无助中的雪中送炭;友谊是一杯温暖人心的热开水
1 友谊是一杯温暖人心的热开水;友谊是你在失败时一声声的安慰与一句句的鼓励。
1 窈窕淑女，君子好逑，求的是纯洁的爱情;三更灯火五更鸡，求的是学富五车、满腹经纶
1 三更灯火五更鸡，求的是学富五车、满腹经纶;东奔西走，马不停蹄，求的是富贵荣华。
1 一页历史，是一面镜子，擦亮了镜子，你呼唤着理性与良知;一颗沙砾，是一种苦痛，历经了苦痛，你孕育了圆润与晶莹
1 一颗沙砾，是一种苦痛，历经了苦痛，你孕育了圆润与晶莹;一道辙印，是一段历史，尘封了历史，你迷蒙着今日和未来
1 一道辙印，是一段历史，尘封了历史，你迷蒙着今日和未来;一道辙印，是一段历史，展示出历史，你开发了近林和远山
1 一道辙印，是一段历史，展示出历史，你开发了近林和远山;一片归帆，是一缕乡情，倾注着乡情，你满载着沧桑和希望
1 一片归帆，是一缕乡情，倾注着乡情，你满载着沧桑和希望;一股细流，是一曲欢歌，汇聚了欢歌，你成就为大江与汪洋
1 一股细流，是一曲欢歌，汇聚了欢歌，你成就为大江与汪洋;一片嫩绿，是一份自然，呼吸着自然，你孕育出果实与丰收
1 一片嫩绿，是一份自然，呼吸着自然，你孕育出果实与丰收;一缕清香，是一份成熟，酝酿了成熟，你展示着高洁和恬淡
1 一缕清香，是一份成熟，酝酿了成熟，你展示着高洁和恬淡;一朵飞絮，是一丝希望，放飞了希望，你唤来了温风和细雨。
1 一粒种子，可以无声无息地在泥土里腐烂掉，也可以长成参天的大树;一块铀块，可以平庸无奇地在石头里沉睡下去，也可以产生惊天动地的力量
1 一块铀块，可以平庸无奇地在石头里沉睡下去，也可以产生惊天动地的力量;一个人，可以碌碌无为地在世上厮混日子，也可以让生命发出耀眼的光芒。
1 一棵小草因为对春雨的感恩，所以它拥有了绚烂的花朵;一株幼苗因为对阳光的感恩，所以它拥有了甜美的果实
1 一株幼苗因为对阳光的感恩，所以它拥有了甜美的果实;一只小鸟因为对天空的感恩，所它拥有了翱翔的翅膀
1 一只小鸟因为对天空的感恩，所它拥有了翱翔的翅膀;一颗心灵因为对爱的感恩，所以它拥有了钻石般的灿烂光芒。
1 阴险，是一条披着羊皮的狼，干着不见天日的勾当;阴险是善良的公敌，嫉妒的朋友
1 阴险是善良的公敌，嫉妒的朋友;阴险是一座心灵的冰山，让人透过清澈感到的是阵阵的寒意。
1 因为雪花，冬天让大地素裹银装;因为寒冷，冬天让河川冰封千里
1 因为寒冷，冬天让河川冰封千里;因为狂风，冬天让人们刻骨铭心。
1 因为有了追求，在风雨中，我们慢慢变强;因为有了追求，在磨砺中，我们渐渐成长
1 因为有了追求，在磨砺中，我们渐渐成长;因为有了追求，在呼啸中，我们拥有希望
1 因为有了追求，在呼啸中，我们拥有希望;因为有了追求，在黑暗中，我们拥有光芒。
1 因为有了善意的谎言，临危的病人才不会有面对死亡时的局促不安;因为有了善意的谎言，从小便激发了我探索月宫秘密的兴趣
1 因为有了善意的谎言，从小便激发了我探索月宫秘密的兴趣;因为有了善意的谎言，孩子们才会在圣诞节里天真地等待圣诞老人的到来。
1 因为对蓝天的渴望，雄鹰才搏击长空;因为对海水的向往，游鱼才逆流而上
1 因为对海水的向往，游鱼才逆流而上;因为理想的导航，我们才有前进的方向。
1 因为绿叶的衬托，娇艳的鲜花才美丽;因为大地的衬托，高耸的山才美丽
1 因为大地的衬托，高耸的山才美丽;因为果实的衬托，翠绿的大树才美丽
1 因为果实的衬托，翠绿的大树才美丽;因为蓝天的衬托，飞翔的小鸟才美丽
1 因为蓝天的衬托，飞翔的小鸟才美丽;因为平凡而无私的人，社会才美丽。
1 因为有了考试考好这个目标，我们才会在考前紧张起来，努力复习，查缺补漏;因为有了考好大学的目标，现在才会脚踏实地，用功学习
1 因为有了考好大学的目标，现在才会脚踏实地，用功学习;因为有了明天活的更好的目标，今天才会更努力。
1 因為宽容包含著人的心靈，因為宽容可以超越一切，因為宽容需要一顆博大的心;因為宽容是人類情感中最重要的一部分，這種情感能融化心頭的冰霜
1 因為宽容是人類情感中最重要的一部分，這種情感能融化心頭的冰霜;因為宽容，你的胸懷博大如海，任恩怨沉浮
1 因為宽容，你的胸懷博大如海，任恩怨沉浮;因為宽容，你的品質偉岸如山，讓愛恨情仇縱橫
1 因為宽容，你的品質偉岸如山，讓愛恨情仇縱橫;因為宽容，你才有了永恒的美麗。
1 医生，有着专供业术的心;医生，有着甘于寂寞的心
1 医生，有着甘于寂寞的心;医生，更有着救世济人的心。
1 樱花如果没有百花争艳我先开的气魄，就不会成为美丽春天里的一枝独秀;荷花如果没有出淤泥而不染的意志，就不会成为炎炎夏日里的一位君子
1 荷花如果没有出淤泥而不染的意志，就不会成为炎炎夏日里的一位君子;梅花如果没有傲立霜雪的勇气，就不会成为残酷冬日里的一道靓丽风景
1 梅花如果没有傲立霜雪的勇气，就不会成为残酷冬日里的一道靓丽风景;人如果没有坚持到底的毅力，就不会成为紧张军训中的一颗亮星。
1 有了勇气，让我感到人间的豪情，不再感到乏力;有了勇气，让我一宽大的胸襟去去承受人间的苦难，不再感到人生的抑郁
1 有了勇气，让我一宽大的胸襟去去承受人间的苦难，不再感到人生的抑郁;有了勇气，让我坚贞不屈地守护着正义的底线，维护神圣的正义。
1 有了坚定的志向，才能潇洒地满足于“箪食瓢饮”的艰苦环境;有了广博的才智，才能潇洒地运筹帷幄，决胜千里
1 有了广博的才智，才能潇洒地运筹帷幄，决胜千里;有了过人的胆识，才能潇洒地力挽狂澜，临危不乱。
1 它是需要岁月积淀方可酿成的美酒;它是需要沙石琢磨才可以磨圆的珍珠。
1 有的像仙女在空中飞舞;有的像一闪即过的流星
1 有的像一闪即过的流星;有的像白色的小精灵再施展魔法。
1 有的落叶黄灿灿的，像秋天的稻穗;有的落叶红彤彤的，像鲜艳的红领巾
1 有的落叶红彤彤的，像鲜艳的红领巾;有的落叶是绿色的，像一位风烛残年的老人
1 有的落叶是绿色的，像一位风烛残年的老人;有的落叶是黑褐色的，像一杯浓浓的咖啡
1 有的人希望成为爱迪生式的“发明大王”，可是却畏于钻研科学知识之难;有的人想继莫泊桑之后，再夺“短篇小说之王”的桂冠，但又慑于常年练笔之艰辛
1 有的人想继莫泊桑之后，再夺“短篇小说之王”的桂冠，但又慑于常年练笔之艰辛;有的人想一鸣惊人成为“音乐巨匠”，却惰于在五线谱的田地上埋首耕耘
1 有的人想一鸣惊人成为“音乐巨匠”，却惰于在五线谱的田地上埋首耕耘;有的人愿自己成为体育明星，却怠于“闻鸡起舞”进行训练。
1 有的人追求一日三餐的温饱;有的人追求健康与快乐
1 有的人追求健康与快乐;有的人追求挥金如土
1 有的人追求挥金如土;有的人追求奉献社会。
1 有的人希望成为中国爱迪生式的发明大王，却又畏惧钻研科学知识之难;有的人想成为中国的莫泊桑，却慑于常年练笔之艰辛
1 有的人想成为中国的莫泊桑，却慑于常年练笔之艰辛;有的人想一鸣惊人成为音乐巨匠，却又惰于在五线谱的田地上耕耘。
1 有人形容军训短暂，闲云潭影日悠悠，物换星移几度秋;有人形容军训漫长，天长地久有时尽，此狠绵绵无绝期
1 有人形容军训漫长，天长地久有时尽，此狠绵绵无绝期;有人形容军训辛苦，今年瘦，非干病酒，不是悲秋
1 有人形容军训辛苦，今年瘦，非干病酒，不是悲秋;有人形容军训艰难，这次第，怎一个愁字了得
1 有人形容军训艰难，这次第，怎一个愁字了得;有人形容军训壮观，五更鼓角声悲壮，三峡星河影动摇。
1 有人说，遇到困难不哭就是坚强;有人说，笑到最后的就是坚强
1 有人说，笑到最后的就是坚强;还有人说，勇敢承认同样是坚强。
1 有人说快乐就是不用上学，不用挨骂挨打;有人说快乐就是每天吃大餐，喝饮料
1 有人说快乐就是每天吃大餐，喝饮料;有人说，快乐就是住豪华宅子，住别墅
1 有人说，快乐就是住豪华宅子，住别墅;有保姆伺候，什么事不用自己做，作业有人帮着做。
1 有人说，老师是天上最亮的北斗星，为我们指明了前进的方向;有人说，老师是山间最清凉的山泉，用清香的甘露汁浇灌着我们这些小树苗
1 有人说，老师是山间最清凉的山泉，用清香的甘露汁浇灌着我们这些小树苗;有人说，老师是茂盛的叶子，用他那强有力的身躯和护着我们这些未来的花骨朵儿。
1 有了目标，才知道我们做事的意义何在;有了目标，才知道应该朝哪个方向去奋斗
1 有了目标，才知道应该朝哪个方向去奋斗;有了目标，我们就要风雨兼程，无所畏惧地去跋涉。
1 有勤，才有了孔子"韦编三绝"的佳话，也才有了世界文化史上十大名人之一的美誉;有勤，才有了祖逖"闻鸡起舞"的美谈，也方有了雄才大展、北伐报国的伟业
1 有勤，才有了祖逖"闻鸡起舞"的美谈，也方有了雄才大展、北伐报国的伟业;有勤，才有了曹雪匠“披阅十载，增删五次”的壮举，也才有了世界文学史上不朽的名著《红楼梦》
1 有勤，才有了曹雪匠“披阅十载，增删五次”的壮举，也才有了世界文学史上不朽的名著《红楼梦》;有勤，才有了苏秦“头悬梁，锥刺股”的刻苦，也才有了合纵六国，一人身挂六国相印的佳话
1 有勤，才有了苏秦“头悬梁，锥刺股”的刻苦，也才有了合纵六国，一人身挂六国相印的佳话;有勤，才有了王献之墨染池水的传说，也才有了历史上不朽的王氏书法
1 有勤，才有了王献之墨染池水的传说，也才有了历史上不朽的王氏书法;有勤，才有了张海迪"当代保尔"的称号。
1 勇气，是我们在每分每秒都要拥有的东西;勇气，是一个在人生的道路上让你成功的东西！
1 勇气是什么？勇气是做错了事情主动向大人道歉;勇气是什么？勇气是别人不敢做的事情你敢做
1 勇气是什么？勇气是别人不敢做的事情你敢做;勇气是什么？勇气是失败了再来一次，再接再厉。
1 勇气是一把钥匙，打开我们前进的大门;勇气是一把利斧，清除道路中的荆棘
1 勇气是一把利斧，清除道路中的荆棘;勇气是一把油纸伞，挡住从天而降的雨点
1 勇气是一把油纸伞，挡住从天而降的雨点;勇气是一轮明月，让我们把烦恼托付给它
1 勇气是一轮明月，让我们把烦恼托付给它;勇气更是一朵未绽放的花，让我们在明天绽放出美丽。
1 勇气是面对困难的无所畏惧;勇气是面对敌人的沉着冷静
1 勇气是面对敌人的沉着冷静;勇气是面对错误的深刻反省
1 勇气是面对错误的深刻反省;勇气是面对名利的澹泊宁静
1 勇气是面对名利的澹泊宁静;勇气是面对诱惑的气定神闲。
1 勇气是冬天里炎热的火把，让我重燃斗志，继续向前;勇气是干渴时甘甜的河水，让我心花重绽，干劲万分
1 勇气是干渴时甘甜的河水，让我心花重绽，干劲万分;勇气是迷茫时明亮的灯塔，给我指明方向，勇往直前。
1 勇气是“留取丹心照汗青”的忠义;勇气是“一蓑烟雨任平生”的潇洒
1 勇气是“一蓑烟雨任平生”的潇洒;勇气是“病树前头万木春”的乐观。
1 勇气使我们产生力量;勇气使我们产生信心
1 勇气使我们产生信心;勇气使我们坚毅不屈。
1 勇气是豪迈的;勇气是伟大的
1 勇气是伟大的;勇气是神圣的。
1 勇气，是巨浪奔腾的动力，让浩瀚的大海充满着豪迈的气息;勇气，是擎天立地的泰山，纵横主宰着天地的浮沉
1 勇气，是擎天立地的泰山，纵横主宰着天地的浮沉;勇气，是正义天使的身躯，坚贞不屈地守护着神圣的正义。
1 也许你无法拥有深邃的蓝天，但是你可以做飘逸的白云;也许你无法拥有浩瀚的大海，但是你可以做清幽的小溪
1 也许你无法拥有浩瀚的大海，但是你可以做清幽的小溪;也许你无法拥有辽阔的草原，但是你可以做执着的绿洲。
1 拥有追求，奋斗就拥有了意义;拥有追求，人生就拥有了财富
1 拥有追求，人生就拥有了财富;拥有追求，梦想就拥有了翅膀
1 拥有追求，梦想就拥有了翅膀;拥有追求，生活就就拥有了方向。
1 拥有青春，就拥有了一份潇洒和风流;拥有青春，就拥有了一份灿烂和辉煌。拥有友情，就拥有了一份理解和支持
1 拥有青春，就拥有了一份灿烂和辉煌。拥有友情，就拥有了一份理解和支持;拥有友情，就拥有了一份快乐和温馨。拥有知识，就拥有了无限的力量和财富。
1 用勤劳的双手播种;用智慧的头脑畅想
1 用智慧的头脑畅想;用滚烫的汗滴浇灌
1 用滚烫的汗滴浇灌;用诚挚的期待盼望
1 用奥运会上的金牌，体现一个民族的强盛;用发射场上的火箭，再现巨龙腾飞的形象
1 用发射场上的火箭，再现巨龙腾飞的形象;用香港澳门的回归，证明综合国力的强大
1 用香港澳门的回归，证明综合国力的强大;用崛起的跨世纪宣言，迎来整个世界羡慕的目光。
1 亚里士多德倾听了，缜密地思考之后，发出了“我爱我师，我更爱真理”的至理名言;但丁思考了，倾听了，反复地求索之后高喊：“走你自己的路，让别人去说吧！”
1 岩缝中的小草，心向着外面的大千世界，乐观顽强的生长;山谷里的小溪，神往着天涯的壮阔海洋，昼夜不歇的流淌
1 山谷里的小溪，神往着天涯的壮阔海洋，昼夜不歇的流淌;树枝上的小鸟，享受着春天的大好时节，欢快无忧的歌唱。
1 圆月，寄托着一种人间情怀，“露从今夜白，月是故乡明”;圆月，折射出一种世事变化，“水满则溢，月盈则亏”。
1 迎接它出生的不是和煦的春风，而是凛冽的北风;伴随它成长的不是温暖的春天，而是寒冷的冬天
1 伴随它成长的不是温暖的春天，而是寒冷的冬天;滋润它成长的不是晶莹的甘露，而是肃杀的严霜
1 滋润它成长的不是晶莹的甘露，而是肃杀的严霜;衬托它美姿的不是浓浓的绿意，而是寒彻的白雪。
1 拥有平和的心态，在物语横流的社会里，我们淡然;拥有积极的心态，在崎岖坎坷的人生路上，我们坦然
1 拥有积极的心态，在崎岖坎坷的人生路上，我们坦然;拥有淡泊的心态，在追名逐利的社会中，我们超然!
1 燕子去了，有再来的时候;杨柳枯了，有再青的时候
1 杨柳枯了，有再青的时候;桃花谢了，有再开的时候。
1 欲望是殖民者手中的皮鞭;欲望是希特勒手中的指挥棒
1 欲望是希特勒手中的指挥棒;欲望是和珅手中的印章。
1 迎接它出生的不是和煦的春风，而是凛冽的北风;伴随它成长的不是温暖的春天，而是寒冷的冬天
1 伴随它成长的不是温暖的春天，而是寒冷的冬天;滋润它成长的不是晶莹的甘露，而是肃杀的严霜
1 滋润它成长的不是晶莹的甘露，而是肃杀的严霜;衬托它美姿的不是浓浓的绿意，而是寒彻的白雪。
1 压力是山，我也要把它踩在脚下;压力是海，我能泛舟横渡
1 压力是海，我能泛舟横渡;压力是天，我的胸怀把它容纳。
1 压力再大，岂能让我低沉;压力再猛，岂能令我无措
1 压力再猛，岂能令我无措;压力再凶，岂能使我心碎。
1 月亮像什么？有人说月亮像小船，在灰黑色的水里飘荡;月亮像什么？有人说月亮像眼睛，在天上看我们生机勃勃的大地
1 月亮像什么？有人说月亮像眼睛，在天上看我们生机勃勃的大地;月亮像什么？有人说月亮像明亮的灯，在用她那淡雅清纯的月光滋润着我们的心田
1 月亮像什么？有人说月亮像明亮的灯，在用她那淡雅清纯的月光滋润着我们的心田;月亮像什么？月亮的倒影在江水中，像顽皮的孩子，在江上快乐地跳动。
1 月亮大得像一把伞，覆盖了天空;圆得像一个月饼，白的像无暇的玉石。
1 月亮象小船，弯弯的两头尖;月亮象盘子，圆圆的好清洁
1 月亮象盘子，圆圆的好清洁;月亮象孩子，时而和我捉迷藏
1 月亮象孩子，时而和我捉迷藏;月亮象天使，守护着你和我。
1 这水真清啊，清的可以看见水底;这水真绿啊，绿的像一块碧玉
1 这水真绿啊，绿的像一块碧玉;这水真静啊，静得让你感觉不到它在流动。
1 蛋炒饭的平凡;面巾纸的真实
1 面巾纸的真实;白开水的无味
1 白开水的无味;口香糖的持久
1 口香糖的持久;棉花糖的温柔。
1 这是碗蛋炒饭，平凡，但在我饥饿时能抚慰我漉漉饥肠;这是张面巾纸，真实，但在我伤心时能拭干我晶莹的泪水
1 这是张面巾纸，真实，但在我伤心时能拭干我晶莹的泪水;这是杯白开水，无味，但在我口干时能浇灭我炽热的火焰
1 这是杯白开水，无味，但在我口干时能浇灭我炽热的火焰;这是一块口香糖，由浓变淡，但在要吐掉时，才发现它已伴你那么久长
1 这是一块口香糖，由浓变淡，但在要吐掉时，才发现它已伴你那么久长;这是一团棉花糖，还未全入口，它就融进了你的心田
1 这是一团棉花糖，还未全入口，它就融进了你的心田;这是一块牛排，炖得越久，它就越香气逼人
1 这是一块牛排，炖得越久，它就越香气逼人;这是一瓶老酒，存得越久它就越醇。
1 这是一个承前启后的时代，新的机遇，新的挑战;这是一个日新月异的时代，知识创新，与时俱进
1 这是一个日新月异的时代，知识创新，与时俱进;这是一个继往开来的时代，我们肩负沉甸甸的嘱托，我们憧憬美好的未来。
1 追求，是人生的筹码;追求，是生命不息的源泉
1 追求，是生命不息的源泉;追求，也是创造机遇的条件。
1 追求不只是要冲破障碍，更是要毁灭障碍，成就非凡的自我;追求不只是要走向目标，更是要达到目标，成就卓越的未来
1 追求不只是要走向目标，更是要达到目标，成就卓越的未来;追求不只是要战胜困难，更是要粉碎困难，成就完美的人生
1 追求不只是要战胜困难，更是要粉碎困难，成就完美的人生;追求不只是要经历考验，更要击垮考验，成就无悔的青春。
1 追求，就不能带着命运的侥幸;追求，就不能盼望拥有奇迹
1 追求，就不能盼望拥有奇迹;追求，就是要果敢的，奋勇的去争取
1 追求，就是要果敢的，奋勇的去争取;追求，就是要热烈的，积极的努力。
1 追求是一颗恒心，果敢刚毅;追求是一颗决心，执着坚定
1 追求是一颗决心，执着坚定;追求是一种勇气，破浪航行
1 追求是一种勇气，破浪航行;追求是一中胆气，昂首奋进。
